Indicator Name,Indicator Value,Governorates,District,Topic,x,y,Year,Name,GOVERNORATE_ID
Average number of injuries resulting from traffic accidents (age: 1-15 years),56.4,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Average number of injuries resulting from traffic accidents (age: 16-35 years),249.6,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
death rate,15,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
injury rate,64,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Per capita green space - square meters per person,3.9,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Per capita share of squares and public places,10.4,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Percentage of accidents incurred by non-Saudi,90,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Percentage of road accidents for Saudi,90,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Percentage of serious accidents outside cities,71,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Percentage of serious accidents within cities,51,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
suicide mortality rate,29,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
"The homicide rate per 100,000 population",1.2,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
"The number of traffic accident injuries per 100,000 people",43,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Theft crime rate,136,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Traffic accident death rate,12.6,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
Traffic accident injury rate,62,Ras Tannurah,Ras Tannurah,Livability,49.94809211,26.77873967,2018,محافظة رأس تنورة,00507
accidents outside cities,39,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
accidents within cities,84,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Average number of death resulting from traffic accidents (age: 1-15 years),18.2,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Average number of injuries resulting from traffic accidents (age more than 36 years),96,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Average number of injuries resulting from traffic accidents (age: 1-15 years),28.8,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Average number of injuries resulting from traffic accidents (age: 16-35 years),213.2,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
death rate,22,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
injury rate,76,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Per capita green space - square meters per person,3.9,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Per capita share of squares and public places,13,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Percentage of accidents incurred by non-Saudi,72,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Percentage of road accidents for Saudi,59,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Percentage of serious accidents outside cities,33,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Percentage of serious accidents within cities,40,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
suicide mortality rate,29,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
"The homicide rate per 100,000 population",1.2,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
"The number of traffic accident injuries per 100,000 people",293,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Theft crime rate,144,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Traffic accident death rate,25.2,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
Traffic accident injury rate,73,Buqayq,Buqayq,Livability,49.51493518,26.14095716,2018,محافظة بقيق,00508
accidents outside cities,21,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
accidents within cities,35,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Average number of death resulting from traffic accidents (age: 1-15 years),3.9,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Average number of injuries resulting from traffic accidents (age more than 36 years),33.6,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Average number of injuries resulting from traffic accidents (age: 1-15 years),60,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Average number of injuries resulting from traffic accidents (age: 16-35 years),239.2,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
death rate,28,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
injury rate,78,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Per capita green space - square meters per person,1.3,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Per capita share of squares and public places,3.9,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Percentage of accidents incurred by non-Saudi,22,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Percentage of road accidents for Saudi,25,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Percentage of serious accidents outside cities,87,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Percentage of serious accidents within cities,52,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
suicide mortality rate,73,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
"The homicide rate per 100,000 population",3.6,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
"The number of traffic accident injuries per 100,000 people",141,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Theft crime rate,116,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Traffic accident death rate,37.8,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
Traffic accident injury rate,65,Alnuayriyah,Al Nuayriyah,Livability,48.50992707,26.91517793,2018,محافظة النعيرية,00509
accidents outside cities,48,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
accidents within cities,38,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Average number of death resulting from traffic accidents (age: 1-15 years),7.8,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Average number of injuries resulting from traffic accidents (age more than 36 years),43.2,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Average number of injuries resulting from traffic accidents (age: 1-15 years),24,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Average number of injuries resulting from traffic accidents (age: 16-35 years),72.8,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
death rate,21,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
injury rate,69,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Per capita green space - square meters per person,2.6,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Per capita share of squares and public places,11.7,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Percentage of accidents incurred by non-Saudi,62,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Percentage of road accidents for Saudi,81,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Percentage of serious accidents outside cities,34,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Percentage of serious accidents within cities,68,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
suicide mortality rate,49,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
"The homicide rate per 100,000 population",2.4,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
"The number of traffic accident injuries per 100,000 people",232,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Theft crime rate,74,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Traffic accident death rate,37.8,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
Traffic accident injury rate,33,Qaryah alulya,Qaryah Al Ulya,Livability,47.3392897,27.16597557,2018,محافظة القرية العليا,00510
accidents outside cities,68,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
accidents within cities,49,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Average number of death resulting from traffic accidents (age: 1-15 years),3.9,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Average number of injuries resulting from traffic accidents (age more than 36 years),117.6,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Average number of injuries resulting from traffic accidents (age: 1-15 years),51.6,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Average number of injuries resulting from traffic accidents (age: 16-35 years),80.6,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
death rate,32,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
injury rate,70,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Per capita green space - square meters per person,2.6,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Per capita share of squares and public places,5.2,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Percentage of accidents incurred by non-Saudi,28,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Percentage of road accidents for Saudi,28,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Percentage of serious accidents outside cities,76,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Percentage of serious accidents within cities,70,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
suicide mortality rate,64,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
"The homicide rate per 100,000 population",3.6,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
"The number of traffic accident injuries per 100,000 people",222,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Theft crime rate,106,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Traffic accident death rate,40.6,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
Traffic accident injury rate,33,Addammam,null,Livability,52.83786863,21.99674552,2020,الدمام,00500
accidents outside cities,53,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2020,محافظة الأحساء,00501
accidents within cities,77,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Average number of death resulting from traffic accidents (age: 1-15 years),9.1,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Average number of injuries resulting from traffic accidents (age more than 36 years),117.6,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Average number of injuries resulting from traffic accidents (age: 1-15 years),82.8,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2020,محافظة الأحساء,00501
Average number of injuries resulting from traffic accidents (age: 16-35 years),149.5,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2020,محافظة الأحساء,00501
death rate,24,Alahsa,Al Ahsa,Livability,49.48735584,22.33361633,2020,محافظة الأحساء,00501
